CustomerID,days_between
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,49.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,70.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,63.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,53.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,90.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
12347.0,0.0
